display_id,ad_id,clicked,ad_document_id
60,167552,0,1254178
60,197798,0,1503431
60,227367,0,369297
60,257524,0,1556282
61,77848,1,1083261
61,161995,0,1405160
62,68291,0,1057848
62,92759,1,1128271
62,132780,0,1203531
63,122737,0,208091
63,125217,0,876083
63,202858,1,1128935
63,247062,0,1613562
64,22414,0,494366
64,54049,1,865623
64,149541,0,1106570
64,330189,0,1765521
65,57971,1,998835
65,137800,0,1055593
66,52574,1,458542
66,173006,0,1031141
66,182355,0,1457524
66,197120,0,1501866
66,331260,0,1770164
67,47081,0,963403
67,173292,1,1434518
67,252928,0,916726
68,43517,0,942913
68,48185,1,964140
68,146666,0,1286118
68,198149,0,1387840
69,23324,0,819330
69,104208,0,1059054
69,173452,1,1433549
69,211848,0,483893
70,95558,1,1037508
70,99542,0,929443
70,136936,0,1312695
70,158344,0,984694
70,237050,0,1535439
71,56754,0,990043
71,69823,0,1062635
71,74623,0,715838
71,96378,0,1139394
71,144741,0,1337362
71,151027,1,1270285
71,199447,0,1098103
71,257731,0,1190227
72,153784,0,1378984
72,276172,1,833704
73,86281,0,208091
73,151213,0,972591
73,162971,1,1182296
73,201649,0,1172584
74,89858,1,1090800
74,105510,0,1160158
74,139059,0,1317916
74,255779,0,1258846
75,26894,0,840536
75,131543,0,1288640
75,148709,1,1351479
75,151028,0,1270285
75,154764,0,861009
75,163111,0,1409139
75,181834,0,1336803
75,258419,0,1630381
76,54154,0,980328
76,95103,0,1098103
76,120216,0,1208226
76,144741,0,1337362
76,173130,1,1302484
76,228959,0,1141938
76,235535,0,1334819
76,333491,0,1778141
77,149542,1,1106570
77,178931,0,1442391
77,179269,0,1070495
77,195386,0,1271578
77,246973,0,1100702
77,257975,0,299783
77,331466,0,361129
78,95558,0,1037508
78,136785,0,1148170
78,237442,0,626581
78,252873,0,1556586
78,257479,1,1627273
79,79784,0,1087320
79,88711,0,1098103
79,92113,1,1120766
79,133677,0,1297868
79,150083,0,1358132
79,151832,0,1351150
79,187282,0,1116986
80,68305,0,1056113
80,127047,1,1260980
80,172432,0,1432967
81,8748,0,555095
81,45196,0,953930
81,146881,1,1345818
81,282769,0,1150712
82,8386,1,471796
82,104999,0,1159268
82,110665,0,1172430
82,155236,0,477813
82,285834,0,1117317
82,305803,0,1396348
83,96116,0,1138404
83,121894,1,422710
83,140940,0,1183136
83,151028,0,1270285
83,161142,0,850713
84,117307,0,1164016
84,162030,0,1080006
84,191025,1,1182296
84,226246,0,1463156
85,47949,0,861009
85,50452,0,906372
85,67305,0,1027503
85,93982,1,1131267
86,158482,0,1095959
86,169346,0,1422284
86,173393,0,1387612
86,236089,1,1591646
87,145935,0,1060089
87,151926,0,1218217
87,154114,0,1380620
87,309862,1,1681648
88,79828,0,1087593
88,147993,1,929998
88,154692,0,872063
88,198119,0,1387843
89,67861,0,1057109
89,174547,1,1439845
89,202742,0,1501872
89,213047,0,1535867
90,25289,0,829384
90,153484,0,1303441
90,167580,1,1316178
90,213116,0,1486676
90,263228,0,844674
90,271623,0,1654625
91,71547,0,1043039
91,92366,0,908706
91,102726,0,1116842
91,145937,1,1060089
91,168277,0,1420584
91,183841,0,850713
91,194534,0,1163344
91,250082,0,1618502
92,48185,0,964140
92,151213,1,972591
92,173403,0,1387632
92,238036,0,900292
93,31367,0,861466
93,111055,0,1173249
93,147993,1,929998
93,160455,0,1108162
93,211049,0,1534322
93,235450,0,1377696
94,87029,0,1108820
94,124745,0,1243522
94,188890,0,1472295
94,215666,1,1547151
95,37416,0,903673
95,40529,1,919105
95,122740,0,208091
95,141317,0,1324305
95,189226,0,1472972
96,29281,0,690073
96,48185,1,964140
96,78297,0,331537
96,84937,0,989597
96,138533,0,1315556
96,143180,0,918189
97,26724,0,840223
97,65278,0,1043948
97,105610,0,1160717
97,182025,0,1410349
97,232262,1,1580931
97,278876,0,1259302
98,5292,0,358646
98,102724,0,1116842
98,127051,1,1260980
98,127712,0,1203918
98,163664,0,1218459
98,190063,0,1172584
99,81657,0,1086686
99,162121,0,1106050
99,162130,1,1405507
99,224785,0,1566204
99,300908,0,1454871
99,340041,0,1501106
100,61159,0,992370
100,149541,0,1106570
100,153332,0,1091687
100,202214,0,787022
100,309127,1,1716412
101,10731,0,632740
101,17917,0,558939
101,18493,0,699867
101,51402,1,973567
101,117307,0,1164016
101,146172,0,1343511
101,152964,0,1375936
101,197199,0,1464827
101,228566,0,1572613
102,73754,0,1021084
102,173005,0,1031141
102,279992,1,1671761
103,3798,0,483846
103,32780,0,457745
103,38763,0,871297
103,173005,0,1031141
103,235104,1,1587377
104,13187,0,693930
104,133754,1,925820
104,160455,0,1108162
105,13305,0,695277
105,53297,1,965501
105,83804,0,1098038
105,91989,0,1097435
105,118470,0,1202385
105,281286,0,377783
106,14120,0,700394
106,39897,0,900154
106,42006,0,933748
106,132295,0,1287227
106,137152,0,1225363
106,187797,0,1116986
106,232276,1,573399
106,294428,0,1151028
107,29506,0,751742
107,122279,0,1223444
107,145936,0,1060089
107,262638,1,1635743
108,33744,0,871297
108,144741,1,1337362
108,284431,0,1679006
109,133355,0,1044853
109,150801,1,884528
109,173412,0,1387594
109,252179,0,1473788
110,35573,0,812390
110,41355,1,927156
110,80053,0,859918
110,150143,0,1143764
110,163597,0,1290670
110,304153,0,1699610
111,23690,0,679467
111,83251,0,1086326
111,126412,1,1256165
111,184730,0,1407482
111,237443,0,626581
112,14120,0,700394
112,115739,0,931995
112,156459,0,688201
112,243265,0,1602686
112,250082,0,1618502
112,289203,0,1415495
112,293395,0,758162
112,308384,1,1713763
113,80485,0,1089819
113,93320,0,393819
113,145293,0,1340766
113,173400,0,1387632
113,267702,0,1645168
113,331398,1,1019847
114,97634,1,773791
114,211049,0,1534322
115,97217,0,1140821
115,141315,0,362415
115,153180,0,1227639
115,198400,1,1505046
115,233424,0,1508940
115,303271,0,1689120
116,53300,0,978042
116,56754,0,990043
116,180923,0,1151028
116,288377,0,1301965
116,292543,0,1692248
116,332908,1,153509
117,38813,0,910765
117,86683,0,1106570
117,144739,1,1337362
117,173006,0,1031141
117,180923,0,1151028
117,288391,0,1301965
118,104208,0,1059054
118,228959,1,1141938
119,75240,0,1075164
119,95103,0,1098103
119,105490,0,1160143
119,107571,0,1109919
119,149541,1,1106570
119,167552,0,1254178
120,116987,1,967340
120,153192,0,1233659
121,154254,0,1179134
121,173607,0,1292723
121,179739,1,1109881
121,308733,0,1668525
122,29030,1,780276
122,61873,0,971319
122,170777,0,1426552
122,309862,0,1681648
123,86683,0,1106570
123,151824,1,1351150
123,176615,0,1444957
123,250785,0,1083868
123,324193,0,1617964
123,328479,0,1760291
124,6087,0,470114
124,15573,0,483077
124,40199,0,917502
124,61803,0,1027762
124,70879,0,987082
124,155236,1,477813
124,191651,0,1086668
124,266612,0,1643823
125,199935,1,1044683
125,272429,0,1657250
125,304154,0,1692948
126,167350,1,1323567
126,180800,0,1151028
126,234445,0,1586187
126,324999,0,1750757
127,39675,0,700044
127,86683,0,1106570
127,88482,0,1083956
127,129490,0,1060089
127,139059,1,1317916
127,228959,0,1141938
128,55518,0,982695
128,61159,0,992370
128,66758,0,1051283
128,172435,0,1432967
128,180923,0,1151028
128,192150,0,942989
128,234445,0,1586187
128,267699,0,1645168
128,283519,1,1336803
129,48187,0,964140
129,71542,0,1043039
129,78098,0,205960
129,93805,1,1130537
129,145558,0,1270021
129,187797,0,1116986
130,21432,0,799987
130,34909,0,872341
130,59486,1,992370
130,138353,0,786803
130,139682,0,826636
130,158933,0,1393158
130,173006,0,1031141
130,187296,0,1116986
130,279899,0,12668
131,74314,0,940329
131,103790,0,1156508
131,126392,0,1225017
131,133050,0,757886
131,137758,0,1313905
131,195380,1,1493718
132,125384,0,804322
132,152193,1,1307953
132,159286,0,477456
132,170006,0,1424086
133,54471,1,981547
133,93320,0,393819
133,96294,0,977895
133,156854,0,1378217
133,176834,0,1145458
133,281447,0,1626218
134,57788,0,997969
134,138609,0,914609
134,153427,0,987161
134,159405,1,1395209
134,267712,0,1624746
134,279330,0,1670207
134,280341,0,793498
134,324308,0,1617964
134,328479,0,1760291
135,14120,1,700394
135,167387,0,1019847
136,55518,0,982695
136,61159,0,992370
136,117753,1,1198825
136,150813,0,1362397
136,274577,0,1109919
137,131428,0,1286549
137,145798,0,1331724
137,153484,0,1303441
137,171046,0,1427489
137,173130,0,1302484
137,210516,1,1533412
138,42119,0,928443
138,153260,0,1108162
138,171480,0,737679
138,173340,0,1435665
138,195273,1,1487909
138,330477,0,1764214
139,33319,0,869740
139,44927,0,845425
139,151028,0,1270285
139,161142,1,850713
140,66830,0,917999
140,94484,0,880716
140,112851,0,1177265
140,139946,0,1320137
140,211014,0,1534222
140,243265,1,1602686
140,250079,0,1618502
140,294293,0,1599884
141,111054,0,1173249
141,147993,0,929998
141,173387,1,947798
141,198149,0,1387840
142,14400,0,700093
142,39898,0,900154
142,82338,1,1095507
142,113788,0,1179661
143,43845,0,737710
143,68743,0,874654
143,87107,0,796745
143,110451,0,821627
143,116261,1,943876
143,134981,0,1302739
143,182327,0,1457440
143,280207,0,1161860
144,183436,0,382308
144,211301,0,1505291
144,235104,0,1587377
144,242785,0,1575937
144,276767,1,1581257
145,39008,0,911596
145,120981,0,1211717
145,144392,1,1335394
145,162857,0,1079568
146,66275,0,1048164
146,130875,0,1079889
146,141328,0,783101
146,156783,0,1347896
146,171151,1,699600
146,306928,0,1402565
147,111059,1,1173249
147,187797,0,1116986
147,269004,0,1647612
147,303523,0,1568422
148,89351,1,990613
148,152140,0,1060089
148,152656,0,1086755
148,326768,0,1379561
149,93283,0,1122757
149,146404,0,1344019
149,147704,0,954430
149,304154,1,1692948
150,35808,0,896852
150,95516,0,1136004
150,141317,0,1324305
150,143188,0,918189
150,231117,1,1296140
150,288075,0,1671761
151,26888,0,841654
151,88711,0,1098103
151,88736,0,1043609
151,143467,0,1332106
151,144739,0,1337362
151,178264,1,1287227
151,180675,0,1445843
152,42006,0,933748
152,68289,1,1057848
152,269017,0,1647612
152,288068,0,1671761
153,21508,0,794984
153,116261,0,943876
153,137758,1,1313905
153,155385,0,1334240
154,31654,0,861009
154,81182,0,838557
154,156824,0,992370
154,161365,1,840706
154,163746,0,503654
154,180923,0,1151028
154,211592,0,1535449
154,329249,0,934692
155,88736,0,1043609
155,140940,0,1183136
155,168411,1,1420827
155,202314,0,1513730
155,274741,0,1109919
155,277531,0,1666433
156,58513,0,1002821
156,97177,1,1095751
156,129369,0,1276418
156,151028,0,1270285
156,176524,0,1240569
156,196687,0,1149272
157,20801,1,793419
157,40471,0,914554
157,62248,0,1030471
157,153420,0,916995
157,175591,0,1442827
157,305650,0,1707064
158,48185,0,964140
158,137247,1,1283360
158,193650,0,1130922
158,202991,0,1517459
158,234886,0,1164412
158,237260,0,1433457
159,31905,0,419629
159,92759,0,1128271
159,137287,0,1143325
159,211049,0,1534322
159,241057,1,1528676
160,86683,1,1106570
160,127712,0,1203918
160,140940,0,1183136
160,147707,0,1316026
160,265944,0,1552585
160,308734,0,1668525
161,12650,0,503654
161,68289,0,1057848
161,145936,1,1060089
161,152656,0,1086755
162,122388,1,1224584
162,132780,0,1203531
162,163668,0,1409969
162,304154,0,1692948
163,132019,1,1290377
163,194652,0,1061971
163,235370,0,1307953
163,284367,0,1679241
163,284506,0,691081
163,303990,0,1432395
164,120162,1,1207420
164,153784,0,1378984
165,88954,1,1065906
165,140423,0,1319801
165,177111,0,1447390
165,215848,0,1377637
165,236531,0,1439819
166,89726,0,875012
166,141436,0,1325421
166,158271,1,691081
166,198129,0,1128842
166,269017,0,1647612
167,66758,0,1051283
167,132857,1,1160307
167,153427,0,987161
167,155250,0,1366277
167,211592,0,1535449
167,328479,0,1760291
168,7433,0,468143
168,153784,1,1378984
169,59607,1,927645
169,75340,0,693512
169,159399,0,1243221
169,188890,0,1472295
170,29126,1,850951
170,84253,0,1070537
170,125375,0,804322
170,133753,0,925820
170,187287,0,1116986
170,202982,0,1489452
171,30797,0,860294
171,99515,1,1148003
171,104597,0,1097891
171,117009,0,1147999
171,149756,0,1233590
171,164674,0,1411992
172,129490,0,1060089
172,142690,0,1154315
172,159784,0,1271578
172,171946,0,1422613
172,223937,0,1563558
172,228959,1,1141938
173,84937,0,989597
173,173384,0,947798
173,173403,0,1387632
173,187797,0,1116986
173,198119,0,1387843
173,198151,0,1387840
173,202812,1,1128940
173,254929,0,1130922
174,66930,1,1053902
174,188060,0,1441417
174,213690,0,1542167
174,303990,0,1432395
175,109537,0,1170141
175,129596,0,1272896
175,131428,0,1286549
175,150560,0,1345683
175,173110,0,1316026
175,173130,0,1302484
175,178918,1,1451230
175,244564,0,1100702
176,53300,1,978042
176,288396,0,1301965
176,315462,0,1312634
177,28629,0,789336
177,29817,0,857055
177,38763,0,871297
177,50302,0,136145
177,179727,1,1452000
178,198120,0,1387843
178,201091,1,1379561
178,202857,0,1128935
178,233911,0,1584995
179,85232,0,919105
179,130608,0,1230533
179,148523,0,898860
179,156431,0,1070058
179,157231,1,1389427
179,186390,0,1195642
179,204178,0,916985
179,269035,0,1179704
179,333631,0,1689150
179,335632,0,1786069
180,93324,0,393819
180,120743,0,1116986
180,122279,0,1223444
180,173384,1,947798
181,50302,0,136145
181,142690,0,1154315
181,173005,0,1031141
181,221813,1,1227536
181,285724,0,1563429
181,289114,0,1687165
182,54153,0,980328
182,108549,1,1167396
183,45192,1,953930
183,54153,0,980328
183,163843,0,1410679
183,173005,0,1031141
183,285834,0,1117317
183,290329,0,1539945
184,103715,0,1156375
184,153674,0,931586
184,189475,0,837637
184,214227,0,1420683
184,326074,1,1679102
185,3699,0,363198
185,61941,0,1017869
185,139024,1,1317454
185,213828,0,1542848
186,44573,1,926494
186,73795,0,864899
186,125207,0,876083
186,147706,0,954430
187,85396,0,1101631
187,86683,0,1106570
187,145930,0,1227536
187,154575,0,1381560
187,199237,0,1507352
187,252432,0,1217664
187,281464,0,1674518
187,310776,0,1681648
187,324308,1,1617964
188,49657,0,928443
188,75253,0,1064550
188,85396,0,1101631
188,86683,0,1106570
188,89422,0,483905
188,133549,0,1282140
188,222029,1,1560973
188,288399,0,1301965
188,316019,0,1695199
189,10344,1,484135
189,61159,0,992370
189,67304,0,1027503
189,134481,0,1154672
189,150057,0,1358036
189,150083,0,1358132
189,153169,0,1137800
189,180923,0,1151028
189,273567,0,1649400
190,85397,0,1101631
190,87548,0,1087115
190,93924,0,1131038
190,171480,0,737679
190,195273,0,1487909
190,226600,1,1565202
190,233527,0,1218152
190,276187,0,833704
190,330477,0,1764214
191,17904,0,748607
191,19817,0,780319
191,40572,0,824268
191,87107,0,796745
191,134063,0,1139308
191,146578,0,1310304
191,153193,0,1233659
191,222348,0,1306737
191,252928,1,916726
192,67350,0,942989
192,129491,1,1060089
192,137126,0,1225364
192,227142,0,1569673
193,38770,0,874764
193,53297,0,965501
193,88761,1,1091687
193,227442,0,22351
193,288363,0,1301965
193,329246,0,934692
194,42328,0,934149
194,132857,0,1160307
194,158908,0,1117861
194,173006,1,1031141
194,179791,0,1292723
194,235104,0,1587377
195,151689,0,1262645
195,165380,0,1378725
195,211014,0,1534222
195,225321,0,691081
195,250080,0,1618502
195,294293,0,1599884
195,308395,0,1713763
195,309361,1,1717073
196,135222,0,1302967
196,140942,1,1183136
196,180923,0,1151028
196,255585,0,1625127
196,255778,0,1258846
196,312437,0,1617964
197,65119,0,1043039
197,70943,0,987784
197,78098,1,205960
197,128496,0,1086095
197,187797,0,1116986
197,300898,0,1701315
198,11430,0,635693
198,149174,0,1166613
198,175301,0,1170963
198,194292,0,1083868
198,251656,0,1621036
198,270236,0,647796
198,307210,1,1617964
198,334089,0,1779681
199,99277,0,1146963
199,140497,1,1321882
199,151226,0,1283258
199,155189,0,1382659
199,209943,0,1532551
199,269004,0,1647612
200,257326,1,1046023
200,281284,0,377783
200,292370,0,1172584
200,296112,0,1270285
200,303522,0,1568422
200,328486,0,1760291
201,45198,0,953930
201,50860,0,971755
201,88733,1,1113702
201,120216,0,1208226
201,133676,0,1297868
201,144927,0,1274258
201,162372,0,1179134
201,285724,0,1563429
201,288342,0,1301965
202,21256,1,607874
202,25344,0,820092
202,111771,0,1175610
202,119226,0,801652
203,41760,1,752445
203,162994,0,1408591
203,198139,0,1128841
203,225450,0,1155229
204,173407,1,1387558
204,198149,0,1387840
204,212144,0,1536428
204,225450,0,1155229
205,272678,0,1150712
205,273567,1,1649400
205,288365,0,1301965
206,95776,0,1136816
206,154256,0,1179134
206,204124,0,987161
206,281048,1,1666433
206,331398,0,1019847
207,252058,0,1573877
207,281601,1,1675045
208,138517,0,1315512
208,183525,0,1211940
208,226601,1,1565202
208,276187,0,833704
209,61866,1,991770
209,66615,0,1046970
209,141289,0,1319891
209,144741,0,1337362
210,11939,0,362291
210,70153,1,933716
210,129366,0,1276418
210,154251,0,1179134
211,149541,1,1106570
211,156508,0,1388528
211,229485,0,1576137
211,278865,0,1669293
212,95964,0,1063747
212,103754,0,1007562
212,175263,1,1162358
212,175274,0,1442083
212,216301,0,801476
212,216338,0,1457978
213,63000,0,978837
213,125383,1,804322
214,33628,1,474866
214,52856,0,977698
214,54473,0,981563
214,60210,0,691188
214,101181,0,1151137
214,125960,0,1254439
214,132605,0,1182650
214,159045,0,1331724
214,251970,0,1459908
215,15864,0,709006
215,81742,1,871276
215,133684,0,1297868
215,139680,0,1085937
215,187290,0,1116986
215,232281,0,573399
215,288356,0,1301965
215,314335,0,1552585
215,332581,0,1764734
216,38762,0,871297
216,54132,1,971880
216,116124,0,393819
216,143467,0,1332106
216,150083,0,1358132
216,167552,0,1254178
217,29281,1,690073
217,31367,0,861466
217,50861,0,971212
217,68289,0,1057848
217,79647,0,1085604
217,86835,0,1108141
217,114368,0,1086161
217,238037,0,900292
218,51386,0,969326
218,57791,0,997969
218,70657,0,1030035
218,138609,0,914609
218,150083,0,1358132
218,159405,1,1395209
218,167205,0,1303874
218,242692,0,1535449
219,66201,0,1047601
219,97333,0,1141112
219,221249,1,1558273
219,302171,0,1705132
220,38813,0,910765
220,54978,0,982695
220,75241,0,1075164
220,171667,1,1430220
220,211445,0,1522802
220,235104,0,1587377
221,50302,0,136145
221,121897,1,1220060
221,328479,0,1760291
222,12748,0,691016
222,50452,1,906372
222,93699,0,1086328
222,285834,0,1117317
223,170004,0,1417088
223,198022,0,626581
223,288396,1,1301965
223,289908,0,1688648
224,78007,0,1083853
224,111055,0,1173249
224,153844,0,1379218
224,229120,1,1573877
225,86683,0,1106570
225,162754,0,1292723
225,175234,0,1442005
225,175785,1,1354950
225,233527,0,1218152
225,240837,0,747296
226,173005,0,1031141
226,289122,1,1687165
227,22414,0,494366
227,149541,0,1106570
227,151028,1,1270285
227,288396,0,1301965
228,44953,0,875999
228,80378,0,1089583
228,115978,1,1188897
228,166809,0,856902
228,213685,0,1534322
228,281464,0,1674518
229,10344,1,484135
229,50854,0,963881
229,78939,0,902730
229,143294,0,1085937
229,150817,0,1362397
229,221695,0,1560075
229,328479,0,1760291
229,329944,0,1764355
229,330354,0,1685514
230,33142,0,868375
230,39898,0,900154
230,98283,1,1143984
230,304154,0,1692948
231,89364,1,787022
231,89719,0,875012
231,89721,0,875014
231,101770,0,1153296
231,146269,0,1078705
231,164235,0,149623
232,59304,1,1016476
232,75342,0,693512
232,144123,0,1044683
232,201649,0,1172584
233,6224,0,141638
233,28793,0,849425
233,75959,0,1078193
233,120990,1,1133286
233,171970,0,1422613
233,201509,0,1083031
233,202880,0,1517024
233,285721,0,1563429
233,289909,0,1688648
234,132936,1,821432
234,270297,0,1651752
234,329944,0,1764355
235,36080,1,898121
235,66830,0,917999
235,81644,0,692159
235,124586,0,1247333
236,92759,0,1128271
236,129491,0,1060089
236,137264,0,1143325
236,139936,1,1319619
236,215848,0,1377637
237,94860,1,842023
237,225444,0,1155227
238,98204,0,149347
238,158482,0,1095959
238,164298,0,1182312
238,169348,1,1422287
239,89295,1,941800
239,152193,0,1307953
239,202812,0,1128940
239,220703,0,1167035
240,144741,1,1337362
240,149539,0,1106570
240,276187,0,833704
240,328479,0,1760291
241,54043,0,692242
241,83656,0,1075164
241,86683,0,1106570
241,95103,0,1098103
241,180720,0,1151028
241,182356,0,1457525
241,187296,0,1116986
241,285723,0,1563429
241,332592,1,1764734
242,67350,0,942989
242,123847,0,985451
242,129335,1,1276760
243,18049,0,753513
243,54979,0,982695
243,110665,0,1172430
243,133677,0,1297868
243,164376,0,1151028
243,167157,0,1331724
243,187287,0,1116986
243,288356,0,1301965
243,308610,1,1712989
244,173403,0,1387632
244,225438,0,1155224
244,228800,1,1573124
244,278453,0,1414815
245,55137,0,873358
245,94854,1,789618
245,215846,0,1377637
246,5124,0,21139
246,31655,0,861009
246,135958,0,1306519
246,172432,0,1432967
246,180923,0,1151028
246,195273,1,1487909
246,235104,0,1587377
247,89295,1,941800
247,130833,0,1260980
247,136785,0,1148170
247,171530,0,1429368
247,215848,0,1377637
248,10140,1,629483
248,10621,0,428187
248,37806,0,902342
248,135984,0,1248928
249,91196,0,1059054
249,208685,0,1528634
249,222067,0,1412669
249,289116,1,1687165
250,19959,0,783101
250,131545,0,1288640
250,139670,1,1319517
250,145743,0,970569
250,202314,0,1513730
250,265815,0,1552585
251,34909,0,872341
251,41136,0,924598
251,96832,0,1098563
251,121897,0,1220060
251,135016,0,1302942
251,141022,1,1323332
251,187295,0,1116986
251,228959,0,1141938
251,320894,0,1740903
252,51063,1,378121
252,81642,0,1094108
252,87115,0,1109405
